name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai Grand i10 1.2 Kappa Magna AT,2019,13.248114582709889,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,13.122363377404328,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,5
Hyundai Grand i10 Sportz,2015,12.89921982609012,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Toyota Innova 2.5 GX 8 STR,2012,13.652991628466498,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
Maruti Swift VDI BSIV,2014,13.253391639810733,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
Maruti Swift Dzire VDI,2017,13.457406021215947,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Honda Brio Exclusive Edition,2013,12.779873068457553,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5
Maruti Swift Dzire VDI Optional,2016,13.444446876573442,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
Ford Fiesta 1.4 Duratorq ZXI,2006,12.100712129872347,114321,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5
Tata Indica Vista TDI LX,2013,12.206072645530174,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,13.262125319779487,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8
Toyota Etios Liva GD,2014,12.936033799212835,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5
Hyundai i10 Magna LPG,2012,12.765688433465597,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5
Hyundai EON D Lite Plus,2017,12.765688433465597,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Toyota Platinum Etios 1.4 GD,2017,13.356644673128994,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5
Maruti Eeco CNG 5 Seater AC BSIV,2014,12.691580461311874,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5
Hyundai Elantra SX,2013,13.144124869185841,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5
Honda City 1.5 V MT,2010,12.611537753638338,100000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5
Maruti Wagon R LXI,2005,11.156250521031495,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5
Hyundai i10 Sportz 1.1L,2008,12.100712129872347,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5
Hyundai i20 1.2 Asta,2017,13.500799813124575,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Ertiga VDI,2014,13.017002861746503,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7
Hyundai Sonata 2.4 GDi MT,2012,13.217673557208654,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5
Maruti Wagon R LXI CNG,2017,12.948009990259552,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5
Toyota Etios GD,2016,13.142164043914272,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,13.715690222682063,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
Maruti Alto LX,2011,11.84939770159144,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,12.611537753638338,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
Maruti Ritz LXi,2015,12.611537753638338,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5
Maruti Swift Dzire VDi,2010,12.323855681186558,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,13.664687668229691,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
Renault Duster 85PS Diesel RxL Optional,2012,12.89921982609012,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5
Maruti Swift Dzire LXi,2009,12.154779351142624,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5
Honda Amaze VX i-DTEC,2013,12.765688433465597,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5
Chevrolet Spark 1.0 LS,2010,11.225243392518447,120000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5
Maruti Vitara Brezza VDi AMT,2019,13.664687668229691,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5
Maruti Alto K10 VXI,2014,12.429216196844383,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Hyundai Verna 1.4 CRDi,2017,13.458835614025542,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5
Maruti Swift VDI BSIV,2014,12.896716695872,70000,Diesel,Individual,Manual,Third Owner,25.2,1248,74.0,5
Maruti Ritz LXi,2016,12.676076274775909,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
Skoda Octavia Ambition 2.0 TDI MT,2014,13.9108207377686,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141.0,5
Toyota Innova 2.5 V Diesel 7-seater,2011,13.527828485512494,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
Toyota Innova 2.5 V Diesel 7-seater,2010,13.527828485512494,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,13.180632285528304,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9
Maruti Ciaz ZDi Plus SHVS,2017,13.527828485512494,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
Nissan Micra XV CVT,2017,13.235692062711331,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,13.017002861746503,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5
Maruti Swift Dzire VXI,2013,13.038979594549872,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
Maruti Zen Estilo LXI BS IV,2013,12.367340793126296,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,5
Hyundai Santro Xing GLS,2009,12.100712129872347,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5
Hyundai Santro Xing XS,2007,11.84939770159144,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,5
Hyundai i20 Asta 1.4 CRDi,2014,13.337474757021274,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Hyundai EON Era,2012,12.154779351142624,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Hyundai EON Sportz,2018,12.84792653170257,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Ford EcoSport S Diesel BSIV,2019,13.950915194970477,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
Tata Zest Quadrajet 1.3 75PS XE,2017,13.199324418540456,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5
Toyota Innova 2.5 V Diesel 7-seater,2011,13.592367006650065,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7
Maruti Wagon R LXI BSIII,2006,11.918390573078392,100000,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,5
Maruti 800 Std,1995,10.915088464214607,70000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
Mahindra XUV500 W10 2WD,2015,13.732127862068111,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
Maruti Alto LXi BSIII,2009,11.813030057420567,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Tata Tiago 1.2 Revotron XZ,2017,12.736700896592344,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,13.17115354157376,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
Maruti Celerio VXI,2016,12.926348493478372,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
Maruti Wagon R LXI Minor,2010,11.918390573078392,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5
Honda Jazz 1.2 V AT i VTEC,2015,13.262125319779487,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,5
Hyundai i20 Asta Option 1.2,2017,13.296316684527767,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5
Hyundai Xcent 1.2 Kappa SX Option,2017,13.17115354157376,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,5
Maruti Ritz VDi,2012,12.721885810807203,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5
Ford Figo Diesel EXI,2012,12.611537753638338,54000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,12.936033799212835,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5
Mahindra XUV500 W8 2WD,2016,13.737549016494562,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,7
Maruti Ertiga BSIV ZXI Plus,2016,13.527828485512494,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7
Hyundai Verna CRDi 1.6 AT SX Option,2018,13.955272500339433,49000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,5
Datsun GO Plus T BSIV,2015,12.468436909997665,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,7
Maruti Alto 800 CNG LXI,2017,12.468436909997665,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,4
Maruti Swift Dzire Vdi BSIV,2011,12.757080058928997,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Hyundai EON Magna Optional,2013,12.180754837545884,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Fiat Punto Pure 1.2L FIRE,2016,12.487485104968359,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,5
Maruti Wagon R LXI CNG,2016,12.676076274775909,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5
Hyundai i20 Magna 1.2,2016,13.287877815881902,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Toyota Innova 2.5 GX 8 STR BSIV,2012,13.38472764187182,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,13.142164043914272,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9
Maruti Swift Dzire ZDi,2011,12.765688433465597,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Tata Nexon 1.5 Revotorq XM,2018,13.526494262499357,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
Tata Indigo CS LS (TDI) BS III,2010,11.918390573078392,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5
Maruti Zen LX,2003,10.968198289528557,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5
Mahindra Verito 1.5 D2 BSIV,2011,12.206072645530174,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,5
Tata Indica Vista Quadrajet LS,2014,12.388394202324129,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5
Honda Amaze E i-DTEC,2017,13.151922179645874,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
Maruti Alto LXi,2008,11.884489021402711,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Wagon R VXI Optional,2016,13.017002861746503,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
Maruti A-Star Lxi,2010,12.095141084822892,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5
Hyundai Verna Xi (Petrol),2007,12.301382825334498,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,13.652991628466498,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5
Volkswagen Polo Petrol Highline 1.2L,2011,12.506177237980511,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5
Hyundai EON Magna Plus,2016,12.721885810807203,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Wagon R VXI Optional,2018,13.038979594549872,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Maruti Vitara Brezza LDi Option,2017,13.473020249017498,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Maruti Swift Dzire LDI,2015,12.706847933442663,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5
Jeep Compass 2.0 Limited,2017,14.230925996925606,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5
Tata Nexon 1.2 Revotron XZ Plus,2018,13.527828485512494,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5
Chevrolet Spark 1.0 LT,2016,11.982929094215963,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5
Chevrolet Beat Diesel LT Option,2016,12.2783933071098,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5
Tata Nano Cx BSIII,2012,11.002099841204238,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,4
Maruti Swift Dzire VXI,2014,13.081541382884074,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5
Tata Manza Aqua Quadrajet BS IV,2012,11.84939770159144,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5
Hyundai EON D Lite,2012,12.206072645530174,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Nissan Micra Diesel XL Optional,2013,12.89921982609012,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Hyundai EON Era Plus,2012,12.100712129872347,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Maruti Swift VXI Optional,2015,13.217673557208654,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Maruti Swift VDI Optional,2016,13.217673557208654,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
Maruti Ertiga VDI,2012,13.217673557208654,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Maruti Zen Estilo VXI BSIV,2011,12.506177237980511,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5
Renault Pulse RxL,2013,12.66032791780777,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5
Mahindra Thar CRDe,2018,13.681979165339751,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,12.89921982609012,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8
Mahindra Scorpio EX,2014,13.199324418540456,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8
Maruti Wagon R LXI CNG,2017,12.765688433465597,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5
Hyundai Verna 1.6 SX CRDi (O),2011,12.793859310432293,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Maruti Wagon R VXI BS IV,2014,12.611537753638338,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Hyundai Grand i10 CRDi Sportz,2014,12.765688433465597,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5
Mahindra NuvoSport N8,2016,13.38472764187182,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,7
Maruti Wagon R LXI Optional,2016,12.765688433465597,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,13.458835614025542,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
Maruti Swift Dzire VDI,2013,12.936033799212835,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
Hyundai i20 Sportz 1.4 CRDi,2015,13.217673557208654,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Mahindra XUV500 W8 4WD,2012,13.296316684527767,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7
Fiat Grande Punto EVO 1.3 Dynamic,2015,13.217673557208654,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,5
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,14.508657738524219,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,7
Tata Safari DICOR 2.2 EX 4x2,2010,12.89921982609012,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,7
Fiat Avventura Power Up 1.3 Emotion,2015,13.122363377404328,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5
Maruti Wagon R LXI BSIII,2017,12.736700896592344,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5
Mahindra Scorpio SLE BS IV,2012,13.081541382884074,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,8
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,13.081541382884074,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,5
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,13.527828485512494,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
Maruti Wagon R LXI Minor,2008,11.512925464970229,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5
Hyundai i20 Magna,2013,12.577636201962656,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5
Fiat Avventura Power Up 1.3 Emotion,2015,12.959844447906553,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5
Honda City V MT,2010,12.560244459250788,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5
Mahindra TUV 300 mHAWK100 T8,2016,13.345506928718539,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7
Fiat Grande Punto Active (Diesel),2012,12.043553716032399,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,5
Tata Zest Revotron 1.2T XMS,2018,13.038979594549872,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Fiat Avventura MULTIJET Emotion,2015,13.017002861746503,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5
Maruti Swift Dzire AMT VXI,2019,13.38472764187182,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
Hyundai i20 Active 1.2 S,2017,13.304684934198283,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
Maruti Alto 800 CNG LXI,2013,12.089538829274222,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,5
Maruti Alto 800 LXI,2016,12.611537753638338,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Maruti Alto LXi,2009,11.918390573078392,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Hyundai Elite i20 Petrol Magna Exective,2019,13.287877815881902,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
Hyundai EON Era Plus,2016,12.644327576461329,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Tata Zest Revotron 1.2T XMS,2017,12.89921982609012,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Mahindra Scorpio LX,2014,13.16158409055761,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9
Ashok Leyland Stile LE,2013,12.611537753638338,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,8
Mahindra XUV300 W8 Option BSIV,2019,13.815510557964274,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,5
Maruti Wagon R VXI,2003,11.082142548877775,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5
Honda Amaze VX i-DTEC,2015,13.142164043914272,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
Maruti Wagon R VXI BSIII,2012,12.30591798049989,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Volkswagen Vento 1.6 Highline,2014,12.873902018105829,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,5
Maruti Gypsy King Soft Top MPI BSIV,2002,12.765688433465597,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8
Maruti Alto LXi,2009,12.180754837545884,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Audi Q7 3.0 TDI Quattro,2010,14.375126345899696,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,7
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,13.304684934198283,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8
Hyundai i20 Sportz Option 1.4 CRDi,2015,13.329377546788654,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,12.765688433465597,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5
Chevrolet Beat Diesel LS,2012,11.84939770159144,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5
Hyundai i20 1.4 Sportz,2017,13.38472764187182,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
Hyundai Creta 1.6 CRDi SX Plus,2016,13.9108207377686,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Hyundai i20 1.4 CRDi Sportz,2010,12.560244459250788,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5
Chevrolet Spark 1.0 LT,2011,12.154779351142624,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5
Nissan Sunny XL,2012,12.765688433465597,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5
Hyundai Grand i10 Asta,2014,12.89921982609012,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,14.557447902693651,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,7
Hyundai i20 Sportz 1.2,2015,12.983099011217604,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
Maruti Swift Dzire VXI,2014,13.017002861746503,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
Daewoo Matiz SD,2001,10.714417768752456,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5
Hyundai i20 Asta 1.2,2015,13.017002861746503,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Swift VDI Optional,2017,13.270783382522602,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
Hyundai Creta 1.6 CRDi SX,2016,13.710150042306449,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Maruti Ertiga SHVS ZDI,2016,13.527828485512494,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Tata Indigo CS LS (TDI) BS III,2009,11.84939770159144,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,13.17115354157376,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Tata Indigo CS LS (TDI) BS III,2009,11.652678711655406,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5
Tata Tiago 1.2 Revotron XZ,2016,12.896716695872,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
Tata Indica V2 Turbomax DLS BS IV,2012,12.524526376648708,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,5
Hyundai i20 1.4 CRDi Magna,2011,12.736700896592344,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5
Hyundai EON LPG Era Plus,2012,12.310432660854417,120000,LPG,Individual,Manual,First Owner,21.1,814,55.2,5
Mahindra Ssangyong Rexton RX7,2013,13.652991628466498,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7
Tata Indica V2 DLS,2007,11.156250521031495,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5
Tata Tiago 1.2 Revotron XT,2017,12.971540487669746,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5
Tata Tiago 1.2 Revotron XT,2017,12.971540487669746,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5
Maruti Wagon R VXI BS IV,2014,12.676076274775909,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Renault Fluence Diesel E4,2012,13.122363377404328,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,5
Renault Duster 110PS Diesel RxL,2012,13.122363377404328,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,12.345830240069793,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,5
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,13.304684934198283,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8
Renault Pulse RxL Optional,2017,13.122363377404328,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5
Mahindra Bolero SLX 2WD,2010,12.66032791780777,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
Maruti Wagon R VXI Minor,2011,12.487485104968359,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Ford Figo 1.5D Base MT,2015,12.765688433465597,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5
Tata Indigo CR4,2012,12.206072645530174,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5
Tata Indica V2 DLE BSIII,2011,11.652678711655406,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5
Hyundai i20 Magna 1.2,2014,12.959844447906553,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Ford EcoSport 1.5 Diesel Trend BSIV,2019,13.710150042306449,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,13.217673557208654,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7
Honda WR-V i-DTEC VX,2018,13.710150042306449,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5
Hyundai i10 Era,2011,12.013700752882718,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5
Hyundai Verna 1.6 CRDI AT SX Option,2016,13.652991628466498,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,5
Hyundai Verna 1.6 CRDi S Option,2016,13.652991628466498,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5
Mahindra Thar CRDe AC,2014,13.217673557208654,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6
Maruti Swift Dzire Vdi BSIV,2011,13.122363377404328,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Hyundai i10 Era,2011,11.982929094215963,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
Honda City i DTEC VX,2015,13.415032991367148,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5
Maruti Swift ZDi,2014,12.971540487669746,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
Hyundai Xcent 1.2 Kappa Base,2015,12.834681304952548,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5
Hyundai i20 Asta Option 1.2,2016,13.38472764187182,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Swift Dzire LDI,2016,13.122363377404328,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
Mahindra XUV500 W10 2WD,2017,14.115615150414612,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
Volkswagen Ameo 1.5 TDI Comfortline,2018,13.304684934198283,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
